,Team,Year,R,RA
DET1971,DET,1971,0.37596203,0.384831084
HOU1971,HOU,1971,0.396197665,0.382389998
KCA1971,KCA,1971,0.395084618,0.415293111
LAN1971,LAN,1971,0.376636315,0.416314384
MIL1971,MIL,1971,0.370856305,0.426541831
MIN1971,MIN,1971,0.384231651,0.366343284
MON1971,MON,1971,0.394750817,0.37718144
NYA1971,NYA,1971,0.385059442,0.421014618
NYN1971,NYN,1971,0.41633073,0.408327722
OAK1971,OAK,1971,0.357572157,0.42764017
PHI1971,PHI,1971,0.398889331,0.348119437
PIT1971,PIT,1971,0.376560174,0.415478283
SDN1971,SDN,1971,0.436684745,0.387821909
SFN1971,SFN,1971,0.354485905,0.405868985
SLN1971,SLN,1971,0.368280797,0.402046745
WS21971,WS2,1971,0.431748709,0.354621689
ATL1970,ATL,1970,0.365925255,0.390360136
BAL1970,BAL,1970,0.346948357,0.382391897
BOS1970,BOS,1970,0.334982565,0.39241134
CAL1970,CAL,1970,0.393858465,0.388947678
CHA1970,CHA,1970,0.3963197,0.354435133
CHN1970,CHN,1970,0.397129553,0.383725159
CIN1970,CIN,1970,0.318378695,0.430232177
CLE1970,CLE,1970,0.369371683,0.360137174
DET1970,DET,1970,0.349738628,0.357290031
HOU1970,HOU,1970,0.369739811,0.339910684
KCA1970,KCA,1970,0.411943586,0.367664828
LAN1970,LAN,1970,0.391428737,0.407903818
MIL1970,MIL,1970,0.375183899,0.335601611
MIN1970,MIN,1970,0.36384535,0.382662064
MON1970,MON,1970,0.397550632,0.34482996
NYA1970,NYA,1970,0.352724648,0.367616985
NYN1970,NYN,1970,0.377235989,0.378835979
OAK1970,OAK,1970,0.361138425,0.376897133
PHI1970,PHI,1970,0.40926867,0.357253467
PIT1970,PIT,1970,0.381304852,0.420045927
SDN1970,SDN,1970,0.414849259,0.360124083
SFN1970,SFN,1970,0.357675566,0.368815951
SLN1970,SLN,1970,0.377472455,0.36735419
WS21970,WS2,1970,0.378613971,0.357066065
ATL1969,ATL,1969,0.388342347,0.36044948
BAL1969,BAL,1969,0.366856892,0.422861212
BOS1969,BOS,1969,0.320995962,0.365203972
CAL1969,CAL,1969,0.415016732,0.386032594
CHA1969,CHA,1969,0.413540741,0.372171849
CHN1969,CHN,1969,0.387900477,0.404867812
CIN1969,CIN,1969,0.354106124,0.394315567
CLE1969,CLE,1969,0.403282278,0.350927346
DET1969,DET,1969,0.341584333,0.385273515
HOU1969,HOU,1969,0.390660384,0.417258076
KCA1969,KCA,1969,0.411461714,0.355079184
LAN1969,LAN,1969,0.414900947,0.419742083
MIN1969,MIN,1969,0.356866781,0.353484371
MON1969,MON,1969,0.397352679,0.329845016
NYA1969,NYA,1969,0.376675014,0.379214251
NYN1969,NYN,1969,0.386297783,0.475783446
OAK1969,OAK,1969,0.36951952,0.397119342
PHI1969,PHI,1969,0.415723993,0.38146491
PIT1969,PIT,1969,0.376866752,0.385783534
SDN1969,SDN,1969,0.451092118,0.37535167
SE11969,SE1,1969,0.354426491,0.359437026
SFN1969,SFN,1969,0.355574602,0.401040453
SLN1969,SLN,1969,0.414555452,0.376085963
WS21969,WS2,1969,0.36718611,0.371137183
ATL1968,ATL,1968,0.390223398,0.440564646
BAL1968,BAL,1968,0.399976545,0.414673225
BOS1968,BOS,1968,0.364901275,0.407801418
CAL1968,CAL,1968,0.433040805,0.371685235
CHA1968,CHA,1968,0.465842733,0.392965071
CHN1968,CHN,1968,0.432956414,0.392316729
CIN1968,CIN,1968,0.396799146,0.390432
CLE1968,CLE,1968,0.444755479,0.475896531
DET1968,DET,1968,0.379295757,0.430269637
HOU1968,HOU,1968,0.420381381,0.425586342
LAN1968,LAN,1968,0.443526967,0.41756423
MIN1968,MIN,1968,0.415139932,0.400556234
NYA1968,NYA,1968,0.402325264,0.41232603
NYN1968,NYN,1968,0.41857871,0.443857039
OAK1968,OAK,1968,0.382157913,0.401998376
PHI1968,PHI,1968,0.404031103,0.394188497
PIT1968,PIT,1968,0.456701891,0.42234304
SFN1968,SFN,1968,0.433688049,0.424089902
SLN1968,SLN,1968,0.410068872,0.486002292
WS21968,WS2,1968,0.417144754,0.388175407
ATL1967,ATL,1967,0.392062818,0.349702474
BAL1967,BAL,1967,0.421866393,0.401712271
BOS1967,BOS,1967,0.373107584,0.38925466
CAL1967,CAL,1967,0.420782806,0.412942957
CHA1967,CHA,1967,0.413161749,0.429219783
CHN1967,CHN,1967,0.373993176,0.359073283
CIN1967,CIN,1967,0.400151255,0.408098151
CLE1967,CLE,1967,0.407617218,0.398153183
DET1967,DET,1967,0.375661328,0.396442345
HOU1967,HOU,1967,0.408452458,0.365864961
KC11967,KC1,1967,0.42932889,0.374364766
LAN1967,LAN,1967,0.413152073,0.425988173
MIN1967,MIN,1967,0.37514994,0.421827201
NYA1967,NYA,1967,0.417365959,0.43620521
NYN1967,NYN,1967,0.447295354,0.365152851
PHI1967,PHI,1967,0.424856774,0.440566499
PIT1967,PIT,1967,0.370086867,0.350067433
SFN1967,SFN,1967,0.373608271,0.431258542
SLN1967,SLN,1967,0.330274471,0.436830615
WS21967,WS2,1967,0.396499153,0.390729058
ATL1966,ATL,1966,0.363401361,0.36538961
BAL1966,BAL,1966,0.36752096,0.400022246
BOS1966,BOS,1966,0.378673075,0.410726048
CAL1966,CAL,1966,0.412333415,0.386258472
CHA1966,CHA,1966,0.39340758,0.44371136
CHN1966,CHN,1966,0.403194696,0.35312615
CIN1966,CIN,1966,0.381520954,0.385719373
CLE1966,CLE,1966,0.39213662,0.40222475
DET1966,DET,1966,0.38808187,0.398280802
HOU1966,HOU,1966,0.410922651,0.39122567
KC11966,KC1,1966,0.38785461,0.394328704
LAN1966,LAN,1966,0.427631579,0.432022324
MIN1966,MIN,1966,0.359411951,0.374630798
NYA1966,NYA,1966,0.394363748,0.338521242
NYN1966,NYN,1966,0.404731925,0.35177643
PHI1966,PHI,1966,0.377891301,0.38753858
PIT1966,PIT,1966,0.354495084,0.360676112
SFN1966,SFN,1966,0.391902461,0.42986129
SLN1966,SLN,1966,0.380759335,0.408017203
WS21966,WS2,1966,0.398789562,0.335480669
BAL1965,BAL,1965,0.369128098,0.421248238
BOS1965,BOS,1965,0.379458931,0.367740475
CAL1965,CAL,1965,0.404045728,0.394920697
CHA1965,CHA,1965,0.39306772,0.378011345
CHN1965,CHN,1965,0.386688476,0.366260876
CIN1965,CIN,1965,0.345177703,0.385293911
CLE1965,CLE,1965,0.372614193,0.426973194
DET1965,DET,1965,0.399927378,0.382716049
HOU1965,HOU,1965,0.425426891,0.351087844
KC11965,KC1,1965,0.370676374,0.336481073
LAN1965,LAN,1965,0.355628792,0.445132288
MIN1965,MIN,1965,0.337919008,0.366750114
MLN1965,MLN,1965,0.37262413,0.350219979
NYA1965,NYA,1965,0.403436989,0.346333088
NYN1965,NYN,1965,0.45872136,0.363518422
PHI1965,PHI,1965,0.386680258,0.445582764
PIT1965,PIT,1965,0.392159486,0.399148175
SFN1965,SFN,1965,0.386772934,0.423861203
SLN1965,SLN,1965,0.380611871,0.36901491
WS21965,WS2,1965,0.398351821,0.374813787
BAL1964,BAL,1964,0.368513783,0.418216639
BOS1964,BOS,1964,0.388332616,0.366875282
CHA1964,CHA,1964,0.410349602,0.441672211
CHN1964,CHN,1964,0.388204075,0.411960303
CIN1964,CIN,1964,0.403234802,0.39220447
CLE1964,CLE,1964,0.37805763,0.381453912
DET1964,DET,1964,0.344558835,0.378540275
HOU1964,HOU,1964,0.427297668,0.381674137
KC11964,KC1,1964,0.385979471,0.332623947
LAA1964,LAA,1964,0.414987291,0.450953373
LAN1964,LAN,1964,0.404345754,0.421819035
MIN1964,MIN,1964,0.403809175,0.35866949
MLN1964,MLN,1964,0.353160405,0.35622458
NYA1964,NYA,1964,0.373395262,0.382008662
NYN1964,NYN,1964,0.452284171,0.358231611
PHI1964,PHI,1964,0.37492206,0.441865917
PIT1964,PIT,1964,0.377488454,0.38395007
SFN1964,SFN,1964,0.408367209,0.402580604
SLN1964,SLN,1964,0.368321412,0.406616853
WS21964,WS2,1964,0.413024905,0.345401108
BAL1963,BAL,1963,0.373936048,0.390618477
BOS1963,BOS,1963,0.396321788,0.35260799
CHA1963,CHA,1963,0.366402762,0.451774691
CHN1963,CHN,1963,0.427030539,0.454782349
CIN1963,CIN,1963,0.398853071,0.428523922
CLE1963,CLE,1963,0.406445028,0.373782139
DET1963,DET,1963,0.374409171,0.377386158
HOU1963,HOU,1963,0.44657301,0.427372685
KC11963,KC1,1963,0.381079996,0.37743757
LAA1963,LAA,1963,0.434657761,0.357331075
LAN1963,LAN,1963,0.375335219,0.471173177
MIN1963,MIN,1963,0.377821147,0.395740905
MLN1963,MLN,1963,0.381457704,0.413724446
NYA1963,NYA,1963,0.355836921,0.414072749
NYN1963,NYN,1963,0.465969296,0.367387629
PHI1963,PHI,1963,0.3963886,0.364945107
PIT1963,PIT,1963,0.404912737,0.393992626
SFN1963,SFN,1963,0.378467433,0.346285703
SLN1963,SLN,1963,0.361801114,0.393115515
WS21963,WS2,1963,0.403989918,0.352931339
BAL1962,BAL,1962,0.377187003,0.379738562
BOS1962,BOS,1962,0.382257779,0.383895503
CHA1962,CHA,1962,0.363691131,0.397013021
CHN1962,CHN,1962,0.371384156,0.342122931
CIN1962,CIN,1962,0.350512607,0.40829954
CLE1962,CLE,1962,0.392455016,0.367793521
DET1962,DET,1962,0.36505023,0.373083689
HOU1962,HOU,1962,0.431264598,0.357843897
KC11962,KC1,1962,0.391424739,0.365165053
LAA1962,LAA,1962,0.356073952,0.366571019
LAN1962,LAN,1962,0.385445908,0.421981653
MIN1962,MIN,1962,0.34289712,0.357377021
MLN1962,MLN,1962,0.362999378,0.35620915
NYA1962,NYA,1962,0.365082395,0.367505423
NYN1962,NYN,1962,0.372590274,0.323702073
PHI1962,PHI,1962,0.381199066,0.350952135
PIT1962,PIT,1962,0.333364866,0.362812132
SFN1962,SFN,1962,0.327230515,0.373730757
SLN1962,SLN,1962,0.367147001,0.377596275
WS21962,WS2,1962,0.385364496,0.372267053
BAL1961,BAL,1961,0.345156393,0.422165185
BOS1961,BOS,1961,0.386864938,0.341544277
CHA1961,CHA,1961,0.360030474,0.339299295
CHN1961,CHN,1961,0.386950616,0.335576923
CIN1961,CIN,1961,0.334455492,0.43200148
CLE1961,CLE,1961,0.387891148,0.369267874
DET1961,DET,1961,0.348898113,0.393680342
KC11961,KC1,1961,0.409007104,0.310079682
LAA1961,LAA,1961,0.351453604,0.324971655
LAN1961,LAN,1961,0.356347734,0.393271721
MIN1961,MIN,1961,0.360722851,0.378866021
MLN1961,MLN,1961,0.36105473,0.385247836
NYA1961,NYA,1961,0.337166834,0.400066667
PHI1961,PHI,1961,0.432368537,0.337753283
PIT1961,PIT,1961,0.399678132,0.368994709
SFN1961,SFN,1961,0.365413346,0.379650332
SLN1961,SLN,1961,0.3819208,0.377728414
WS21961,WS2,1961,0.37761563,0.379634373
BAL1960,BAL,1960,0.3838405,0.405576272
BOS1960,BOS,1960,0.370090396,0.378826979
CHA1960,CHA,1960,0.380242564,0.353354101
CHN1960,CHN,1960,0.382573,0.346864261
CIN1960,CIN,1960,0.391720779,0.335672998
CLE1960,CLE,1960,0.357279153,0.348278705
DET1960,DET,1960,0.386809873,0.338428652
KC11960,KC1,1960,0.397461317,0.354070661
LAN1960,LAN,1960,0.373307961,0.399826986
MLN1960,MLN,1960,0.336179606,0.392180693
NYA1960,NYA,1960,0.362193863,0.406727829
PHI1960,PHI,1960,0.407568622,0.360751405
PIT1960,PIT,1960,0.362874534,0.381418044
SFN1960,SFN,1960,0.398591845,0.417967004
SLN1960,SLN,1960,0.359230653,0.379074152
WS11960,WS1,1960,0.357606679,0.386848783
BAL1959,BAL,1959,0.387190446,0.412362994
BOS1959,BOS,1959,0.360570969,0.361416154
CHA1959,CHA,1959,0.376917862,0.39097691
CHN1959,CHN,1959,0.385640425,0.352097828
CIN1959,CIN,1959,0.375416468,0.354080878
CLE1959,CLE,1959,0.356881374,0.351172048
DET1959,DET,1959,0.372552413,0.391473281
KC11959,KC1,1959,0.350098619,0.365615907
LAN1959,LAN,1959,0.331938918,0.389031408
MLN1959,MLN,1959,0.344329264,0.401486671
NYA1959,NYA,1959,0.407625487,0.391603929
PHI1959,PHI,1959,0.396230276,0.360685206
PIT1959,PIT,1959,0.394854167,0.363202417
SFN1959,SFN,1959,0.380740536,0.395489502
SLN1959,SLN,1959,0.393510546,0.382221227
WS11959,WS1,1959,0.391068544,0.343396261
BAL1958,BAL,1958,0.381970237,0.385646527
BOS1958,BOS,1958,0.382134503,0.334515665
CHA1958,CHA,1958,0.37138496,0.394062418
CHN1958,CHN,1958,0.351534961,0.319884245
CIN1958,CIN,1958,0.362786135,0.340161449
CLE1958,CLE,1958,0.356975944,0.351939451
DET1958,DET,1958,0.371529078,0.419184776
KC11958,KC1,1958,0.382084803,0.374074795
LAN1958,LAN,1958,0.339042694,0.38659829
MLN1958,MLN,1958,0.370361748,0.41912478
NYA1958,NYA,1958,0.378125588,0.456523522
PHI1958,PHI,1958,0.378970427,0.382213587
PIT1958,PIT,1958,0.40949567,0.368305258
SFN1958,SFN,1958,0.387270678,0.352828326
SLN1958,SLN,1958,0.383221786,0.371790142
WS11958,WS1,1958,0.413189132,0.35004119
BAL1957,BAL,1957,0.407981466,0.386739111
BOS1957,BOS,1957,0.409218588,0.384289845
BRO1957,BRO,1957,0.365104461,0.432735623
CHA1957,CHA,1957,0.350175663,0.383289639
CHN1957,CHN,1957,0.379160473,0.364849591
CIN1957,CIN,1957,0.340591804,0.36936495
CLE1957,CLE,1957,0.373881032,0.401265142
DET1957,DET,1957,0.343648208,0.383053429
KC11957,KC1,1957,0.403609984,0.352493633
MLN1957,MLN,1957,0.386621632,0.396164712
NY11957,NY1,1957,0.443190426,0.360226984
NYA1957,NYA,1957,0.363088318,0.374053548
PHI1957,PHI,1957,0.381477137,0.361085053
PIT1957,PIT,1957,0.377983328,0.373432024
SLN1957,SLN,1957,0.351257291,0.377305877
WS11957,WS1,1957,0.383039715,0.327136724
BAL1956,BAL,1956,0.399242614,0.360495533
BOS1956,BOS,1956,0.342250324,0.376360544
BRO1956,BRO,1956,0.341206386,0.385230323
CHA1956,CHA,1956,0.393225331,0.397435372
CHN1956,CHN,1956,0.395053342,0.34911811
CIN1956,CIN,1956,0.345490114,0.333150309
CLE1956,CLE,1956,0.376187024,0.456854145
DET1956,DET,1956,0.374847704,0.384549356
KC11956,KC1,1956,0.412814515,0.331109715
MLN1956,MLN,1956,0.376482544,0.402255301
NY11956,NY1,1956,0.374351444,0.365406108
NYA1956,NYA,1956,0.342954847,0.393936525
PHI1956,PHI,1956,0.326502087,0.345438267
PIT1956,PIT,1956,0.382191011,0.356809145
SLN1956,SLN,1956,0.391800923,0.397876717
WS11956,WS1,1956,0.381694043,0.328920542
BAL1955,BAL,1955,0.425712251,0.383510168
BOS1955,BOS,1955,0.387709641,0.371524181
BRO1955,BRO,1955,0.331878462,0.37162336
CHA1955,CHA,1955,0.424987764,0.441698037
CHN1955,CHN,1955,0.388542638,0.382007842
CIN1955,CIN,1955,0.374225643,0.332725754
CLE1955,CLE,1955,0.368678599,0.418944616
DET1955,DET,1955,0.381591956,0.394090712
KC11955,KC1,1955,0.393625302,0.380671091
MLN1955,MLN,1955,0.357199153,0.357957686
NY11955,NY1,1955,0.329616456,0.363325709
NYA1955,NYA,1955,0.35476243,0.410496894
PHI1955,PHI,1955,0.359849203,0.369781139
PIT1955,PIT,1955,0.407093822,0.344383746
SLN1955,SLN,1955,0.331336855,0.379669979
WS11955,WS1,1955,0.465820838,0.371358395
BAL1954,BAL,1954,0.410024527,0.385977421
BOS1954,BOS,1954,0.415279647,0.382932714
BRO1954,BRO,1954,0.34655961,0.370656371
CHA1954,CHA,1954,0.393648201,0.430908303
CHN1954,CHN,1954,0.396396396,0.342878505
CIN1954,CIN,1954,0.378110915,0.352172729
CLE1954,CLE,1954,0.339246689,0.400107143
DET1954,DET,1954,0.42792753,0.399300428
MLN1954,MLN,1954,0.390913349,0.407683552
NY11954,NY1,1954,0.352755161,0.427507682
NYA1954,NYA,1954,0.375521605,0.43422238
PHA1954,PHA,1954,0.388365767,0.350394305
PHI1954,PHI,1954,0.409241593,0.377293233
PIT1954,PIT,1954,0.445193458,0.33535786
SLN1954,SLN,1954,0.346412792,0.386712018
WS11954,WS1,1954,0.396427113,0.353567362
BOS1953,BOS,1953,0.395086083,0.415611814
BRO1953,BRO,1953,0.329787099,0.366752121
CHA1953,CHA,1953,0.410292222,0.397522523
CHN1953,CHN,1953,0.363909385,0.351345649
CIN1953,CIN,1953,0.388723231,0.351809399
CLE1953,CLE,1953,0.355006284,0.396501518
DET1953,DET,1953,0.357936436,0.363913765
MLN1953,MLN,1953,0.383626796,0.415939252
NY11953,NY1,1953,0.387898303,0.378899505
NYA1953,NYA,1953,0.384052657,0.411685805
PHA1953,PHA,1953,0.403422819,0.325880106
PHI1953,PHI,1953,0.394202424,0.399032786
PIT1953,PIT,1953,0.321135299,0.306637793
SLA1953,SLA,1953,0.413941357,0.368066175
SLN1953,SLN,1953,0.366759195,0.378593482
WS11953,WS1,1953,0.397791695,0.396579805
BOS1952,BOS,1952,0.422249703,0.340968161
BRO1952,BRO,1952,0.379990683,0.38135194
BSN1952,BSN,1952,0.413381614,0.387829147
CHA1952,CHA,1952,0.41603615,0.398993319
CHN1952,CHN,1952,0.390231161,0.454071597
CIN1952,CIN,1952,0.423573527,0.354868154
CLE1952,CLE,1952,0.381381846,0.463632042
DET1952,DET,1952,0.411719868,0.361934732
NY11952,NY1,1952,0.376685574,0.390082669
NYA1952,NYA,1952,0.360786375,0.462175889
PHA1952,PHA,1952,0.423041498,0.416097798
PHI1952,PHI,1952,0.384188034,0.418881119
PIT1952,PIT,1952,0.375728863,0.349309186
SLA1952,SLA,1952,0.424806897,0.40186594
SLN1952,SLN,1952,0.3966543,0.408759783
WS11952,WS1,1952,0.399917983,0.379799719
BOS1951,BOS,1951,0.356415972,0.340895656
BRO1951,BRO,1951,0.3443112,0.394232218
BSN1951,BSN,1951,0.412671218,0.401968619
CHA1951,CHA,1951,0.366620535,0.37201786
CHN1951,CHN,1951,0.438193943,0.362875981
CIN1951,CIN,1951,0.402456191,0.36219419
CLE1951,CLE,1951,0.382461995,0.418377322
DET1951,DET,1951,0.396301849,0.361610306
NY11951,NY1,1951,0.323913043,0.396728272
NYA1951,NYA,1951,0.349817568,0.45838893
PHA1951,PHA,1951,0.377448506,0.332015495
PHI1951,PHI,1951,0.382026017,0.430214457
PIT1951,PIT,1951,0.422206394,0.383483738
SLA1951,SLA,1951,0.386896824,0.333026961
SLN1951,SLN,1951,0.385025836,0.355352908
WS11951,WS1,1951,0.379863423,0.350853881
BOS1950,BOS,1950,0.356843718,0.384144795
BRO1950,BRO,1950,0.334356553,0.388878988
BSN1950,BSN,1950,0.365011749,0.393557189
CHA1950,CHA,1950,0.433723197,0.369726104
CHN1950,CHN,1950,0.406083284,0.33742378
CIN1950,CIN,1950,0.389199558,0.371912993
CLE1950,CLE,1950,0.359417274,0.413692414
DET1950,DET,1950,0.350126654,0.36510953
NY11950,NY1,1950,0.36422188,0.406730675
NYA1950,NYA,1950,0.355602896,0.388544495
PHA1950,PHA,1950,0.359343717,0.341676749
PHI1950,PHI,1950,0.373894685,0.381120349
PIT1950,PIT,1950,0.395913155,0.376493906
SLA1950,SLA,1950,0.389782075,0.39576897
SLN1950,SLN,1950,0.436562694,0.363713592
WS11950,WS1,1950,0.374308435,0.33320574
